track_name,artist,popularity,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Church Bells,Carrie Underwood,65,67citk3uzWs5qbaIVKTeg8,country,0.575,0.844,3,-1.772,0,0.0633,0.226,0.0,0.0538,0.542,87.007,193333,4
My Person,Spencer Crandall,65,1K61P0kbiT6cJzh77NnxFg,country,0.567,0.757,7,-5.29,1,0.0485,0.0936,0.0,0.13,0.754,166.01,177000,4
Ocean,Lady A,68,5G6Nf4Ytk3dzxnhfP2AhKR,country,0.58,0.36,6,-7.93,1,0.0303,0.841,6.15e-06,0.129,0.302,99.194,210113,4
Mercury Rising,Tezza,66,00Onz80bx3KFwXcAcwZfH4,country,0.639,0.84,8,-3.998,1,0.0467,0.29,1.1e-06,0.154,0.548,109.98,161893,4
Beers And Sunshine,Darius Rucker,66,36ISlLb12gKuCCVTYXC0gb,country,0.57,0.645,5,-5.816,1,0.0304,0.134,0.0,0.147,0.677,81.084,178279,4
You're Still The One,Shania Twain,75,1wb4P4F0sxAQ2KXrRvsx6n,country,0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,212200,4
Middle of a Memory,Cole Swindell,64,38gZVjeaeR3gcnCzziAxBm,country,0.531,0.746,11,-4.228,1,0.0329,0.0972,0.0,0.102,0.304,139.788,226307,4
Are You Gonna Kiss Me Or Not,Thompson Square,64,2TAcwD5KcV9uY3O1tLGV15,country,0.485,0.701,8,-3.807,1,0.0288,0.039,0.0,0.0977,0.613,151.948,184920,4
Kiss Somebody,Morgan Evans,65,4f3fb3alVLFc8Ga4ncpg7x,country,0.57,0.684,6,-7.054,1,0.0465,0.136,0.0,0.205,0.531,89.012,213183,4
When the Sun Goes Down,Kenny Chesney,64,5vLonpxn4VN0A8GtQOBSG0,country,0.798,0.741,9,-6.802,1,0.0284,0.0432,3e-06,0.252,0.708,104.945,290560,4
Dinosaur,"Hank Williams, Jr.",63,0SW6NfA6MTCC6OWNt6SAkV,country,0.614,0.381,4,-14.628,1,0.0441,0.244,4.12e-05,0.0917,0.504,145.056,199667,4
Save Me,Jelly Roll,66,5ShenzydHxkHm8w6vdJxMT,country,0.678,0.404,0,-9.55,1,0.027,0.655,0.0,0.249,0.353,83.104,240723,3
Ramblin' Man,Allman Brothers Band,71,5cfYurP1XKldMBtvBBJiTs,country,0.349,0.692,1,-11.691,1,0.0338,0.462,0.00266,0.197,0.952,179.396,288507,4
Something Like That,Tim McGraw,64,6leiB1fEsTnVCuPiielde5,country,0.507,0.85,5,-5.679,1,0.0472,0.378,0.0,0.0567,0.847,171.8,183733,4
Outlaw (feat. Luke Combs),Upchurch,64,0EC7AIDVljIgd6SfqCl3yE,country,0.734,0.616,1,-9.296,0,0.188,0.0271,0.0,0.27,0.421,151.168,245480,4
Louisiana Saturday Night,Mel McDaniel,64,50PU05RTGva8laKDwxED9Y,country,0.686,0.622,2,-7.31,1,0.0857,0.532,0.0,0.0511,0.982,163.245,144187,4
Centerfold,The J. Geils Band,72,1ynmMEK1fkyiZ6Z6F3ThEt,country,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,216533,4
Drowns The Whiskey (feat. Miranda Lambert),Jason Aldean,63,2dwoqUYTy6SOy1dFqcTndC,country,0.552,0.698,8,-4.817,1,0.0306,0.294,0.000103,0.0905,0.6,90.006,202067,4
Shake the Frost (Live),Tyler Childers,65,19MkwMrRjO7773zpuGss1o,country,0.447,0.341,2,-9.769,1,0.0457,0.806,2.05e-06,0.686,0.371,138.969,175120,4
Would You Go With Me,Josh Turner,64,1KhrAWvLIjRlQIJtSTgvsi,country,0.605,0.864,6,-5.365,1,0.0292,0.13,0.000827,0.113,0.736,122.918,228187,4
Most People Are Good,Luke Bryan,65,79LAFAkR1ATb4iIQvZuCL0,country,0.586,0.732,8,-6.171,1,0.0279,0.176,0.0,0.148,0.582,150.109,221801,4
Follow You to Virgie (OurVinyl Sessions),Tyler Childers,65,1i8wRldiflmM5by96tDcKl,country,0.622,0.325,10,-8.816,1,0.0396,0.731,0.0,0.317,0.49,78.703,202000,4
This is Us,Jimmie Allen,67,7DnNU5rQLgy4KEYvFMrGgW,country,0.549,0.883,9,-4.092,1,0.0344,0.148,0.0,0.0609,0.487,145.06,205827,4
Sangria,Blake Shelton,65,0p1HtkrNYxv0iDfEKwXSTp,country,0.646,0.724,9,-6.96,1,0.0265,0.017,1.39e-06,0.153,0.54,115.984,233480,4
Smoke A Little Smoke,Eric Church,64,2uZhNjlUQ9mnt0rS7hcAgF,country,0.77,0.641,10,-6.077,0,0.035,0.0206,0.00023,0.106,0.639,96.98,191333,4
Rain Is A Good Thing,Luke Bryan,65,1YhFtqwcN138S6ng3MT1nN,country,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,176160,4
Kinfolks,Sam Hunt,65,53F1MVa1BWUkTBbVqgVAfN,country,0.565,0.805,0,-4.457,1,0.0489,0.0808,0.0,0.173,0.869,76.04,181933,4
the other girl (with Halsey),Kelsea Ballerini,68,3CS5zwqrjggxlRD0QGJAva,country,0.583,0.769,8,-4.859,0,0.159,0.419,0.0,0.0988,0.785,179.869,201344,4
God's Gonna Cut You Down,Johnny Cash,64,6RFkVsPmrM4pzlDkFswwJl,country,0.617,0.485,5,-8.227,0,0.115,0.868,3.44e-05,0.115,0.845,82.228,158573,4
Charleston Girl (Live),Tyler Childers,65,3R6yNicsZrWF8ybl02imcB,country,0.374,0.585,8,-9.436,1,0.054,0.748,0.0,0.821,0.654,176.859,179720,4
"God, Your Mama, And Me",Florida Georgia Line,64,4VFE6ZNqa8jHAmbYICoAFg,country,0.443,0.817,7,-3.729,1,0.0511,0.318,0.0,0.374,0.652,168.1,183413,4
She's In Love With The Boy - Single Version,Trisha Yearwood,65,2ulBBx6YQ3qY3ci34RadtN,country,0.783,0.698,3,-8.268,1,0.0323,0.522,2.52e-06,0.0754,0.758,124.996,248200,4
Sharp Dressed Man - 2008 Remaster,ZZ Top,73,1UBQ5GK8JaQjm5VbkBZY66,country,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,258027,4
Road Less Traveled,Lauren Alaina,63,4nxgA1nvXvTkmsBY0vJV57,country,0.611,0.886,0,-4.673,1,0.0343,0.0551,1.1e-06,0.247,0.27,112.988,216267,4
Hurts So Good,John Mellencamp,70,67eX1ovaHyVPUinMHeUtIM,country,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,218960,4
Take Me Home Tonight,Eddie Money,69,7b4yGtR0rujvLi5EBfKKJ2,country,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-06,0.0942,0.748,132.699,211160,4
Whatever It Is,Zac Brown Band,64,2ISojTv3VUnimEOiLddIw4,country,0.686,0.576,1,-6.632,1,0.0284,0.443,1.7e-05,0.212,0.72,83.971,208213,4
Life's Been Good,Joe Walsh,70,2wvMC5EyaaYQwBfiwwY2xE,country,0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,536227,4
Some People Do,Old Dominion,64,5xI2WO75cIHhGX55MlaIgU,country,0.632,0.227,9,-9.459,1,0.0378,0.856,0.0,0.101,0.323,112.81,196267,4
Drink to That All Night,Jerrod Niemann,65,3M31S6f0z8S3nkFh3eS06W,country,0.639,0.846,9,-6.184,0,0.0439,0.0325,0.0,0.116,0.475,115.965,224813,4
Midnight Rider,Allman Brothers Band,70,1hHGUdFaiJHw9hVZGJWYO2,country,0.585,0.532,7,-9.673,1,0.0268,0.209,0.00797,0.227,0.68,94.461,180067,4
The Fighter,Keith Urban,64,5OUSPcqhYTOzpbXzoEvKim,country,0.681,0.845,11,-5.147,0,0.0525,0.0304,0.0,0.197,0.761,132.023,184040,4
Southbound,Carrie Underwood,64,7qXPZxXn6Xmv1sjh03skiW,country,0.614,0.884,0,-4.019,1,0.0402,0.00122,0.0,0.077,0.721,100.531,202853,4
I Want Crazy - Encore,Hunter Hayes,64,4FkgULes13bk2eHrsJg4q9,country,0.562,0.878,8,-4.806,1,0.0387,0.0539,0.0,0.112,0.558,103.029,236865,4
Stone,Whiskey Myers,65,4rJesaufMl2xD0f2G8Xgnd,country,0.438,0.477,0,-7.649,1,0.031,0.243,7.8e-06,0.183,0.176,137.645,335623,4
Night Train,Jason Aldean,63,5ytc87gcx6dZ4nWRNykinV,country,0.496,0.708,5,-5.175,1,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,232307,4
Amazed,Lonestar,68,6qc34bnVOyqGDPni8H5W0U,country,0.561,0.543,1,-8.498,1,0.0324,0.26,0.0,0.124,0.243,139.803,240867,4
Aw Naw,Chris Young,64,53Dj5PCDhb22qWqmre3YQs,country,0.652,0.859,2,-3.746,1,0.0358,0.0639,0.0,0.0777,0.491,109.971,188707,4
All Over Again,Luke Combs,66,1qUIg2DIRjuSFLBzwZ4QyE,country,0.499,0.85,7,-5.372,1,0.0808,0.00563,0.0,0.226,0.563,156.964,208880,4
La Grange - 2005 Remaster,ZZ Top,75,70YvYr2hGlS01bKRIho1HM,country,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,230480,4
It's Five O'Clock Somewhere,Alan Jackson,65,5oHHMDcVOmPSFrCgdbHPdb,country,0.713,0.772,2,-6.69,1,0.0372,0.208,0.0,0.211,0.88,125.202,230133,4
She's Mine,Kip Moore,66,6NCbMyR7A8MjbX0UhaEgbd,country,0.621,0.858,7,-5.864,1,0.0353,7.2e-05,5.63e-06,0.116,0.608,123.004,229493,4
Somethin' Bad (with Carrie Underwood) - (Duet with Carrie Underwood),Miranda Lambert,64,6s9m5J92By7jii22Q2XtY2,country,0.68,0.888,9,-5.308,1,0.055,0.0527,2.82e-06,0.0575,0.484,90.076,169587,4
Give It Away,George Strait,63,1qHRFZE8qykNXYZadzmi1m,country,0.674,0.646,5,-5.876,1,0.027,0.486,8.37e-05,0.262,0.613,148.1,209320,4
It's Five O'Clock Somewhere,Alan Jackson,62,07KYRDFf8Q6sqj4PWCP9vh,country,0.713,0.768,2,-6.702,1,0.0363,0.22,0.0,0.177,0.878,125.203,230267,4
A Little Bit Stronger,Sara Evans,64,5FIp4LrsffxiHLhmmpCbCx,country,0.536,0.65,2,-5.603,1,0.0337,0.282,1.16e-06,0.0876,0.288,147.93,301987,4
Kuntry & Wistern,Koe Wetzel,64,5KAW7flnsWEiMNFlwsSHWE,country,0.626,0.813,4,-5.16,1,0.0299,0.175,0.0,0.803,0.489,92.502,242782,4
Stay,Sugarland,63,0jn2XqaHliEpWd04ZykIHy,country,0.549,0.284,4,-8.383,1,0.0388,0.774,0.0,0.105,0.389,135.632,284427,4
Whatever She's Got,David Nail,64,4PJXT82AZtlDW4Q71b43oz,country,0.527,0.723,1,-6.134,1,0.0411,0.217,0.0,0.037,0.888,160.465,236800,4
Fuck You Bitch,Wheeler Walker Jr.,65,7uMBc5uxQRZNFowjhxH9WL,country,0.549,0.576,9,-6.282,1,0.0263,0.0364,1.94e-06,0.147,0.452,118.709,202787,3
You Should Be Here,Cole Swindell,64,63thx7OANplv4I4BQsanHk,country,0.489,0.641,7,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136.095,190173,4
Second Guessing - From Songland,Florida Georgia Line,64,24uZaMwLQ0G8ZQfTt7f64B,country,0.547,0.511,8,-5.264,1,0.0275,0.381,0.0,0.15,0.256,137.87,186667,3
Ride,Chase Rice,63,2Dp0QLXSfuGr5XVlLwzXLk,country,0.666,0.721,10,-6.347,1,0.0318,0.0354,0.0,0.122,0.342,115.039,241240,4
Islands In the Stream,Dolly Parton,68,6dnco8haegnJYtylV26cBq,country,0.618,0.412,8,-12.075,1,0.0368,0.675,1.04e-06,0.0886,0.74,203.933,251960,4
It Don't Hurt Like It Used To,Billy Currington,64,0iA1unTbTbDOWUSlbwJ1pS,country,0.558,0.818,8,-4.07,1,0.0403,0.071,0.0,0.21,0.453,81.034,184507,4
Dixieland Delight - Single Edit,Alabama,63,1hh3iFX5vVsiD9LMwUlQeh,country,0.464,0.405,7,-12.538,1,0.033,0.208,1.1e-05,0.0611,0.514,95.852,236427,4
Something to Talk About,Koe Wetzel,64,7ptJYMKI7Y1iWdqEZtBMGE,country,0.612,0.934,9,-5.124,0,0.0663,0.049,0.0,0.103,0.293,130.006,204352,4
Run,Lauren Alaina,64,5wZs9W0nALt2QZn6yxDlxa,country,0.593,0.74,9,-5.508,1,0.0309,0.0215,0.0,0.0686,0.426,99.997,199804,4
Holding Out for the One,Tenille Townes,64,7IN4uBTZZK2KJ4tjBL44xU,country,0.6,0.742,6,-4.135,1,0.0379,0.00716,0.0,0.363,0.796,85.008,195187,4
Stuck Like Glue,Sugarland,64,0JcKdUGNR7zI4jJDLyYXbi,country,0.702,0.795,1,-4.764,1,0.0568,0.329,0.0,0.0505,0.836,83.961,247587,4
Miss Me More,Kelsea Ballerini,65,5NfJGBAL9mgFPRQxKJmiX2,country,0.643,0.72,2,-7.146,1,0.0527,0.014,0.0,0.0834,0.491,96.028,192840,4
Yours - Wedding Edition,Russell Dickerson,66,30AECxqqjI4oU91fOhAi8I,country,0.607,0.425,11,-7.974,1,0.0269,0.717,0.0,0.0883,0.538,134.001,216333,4
Burning House,Cam,65,2zhk0kypGeOPsaaZcjyc14,country,0.728,0.253,0,-8.427,1,0.0304,0.887,1.11e-05,0.133,0.457,140.923,231333,4
Drinking Alone,Carrie Underwood,64,4objxuNfJlJHomkRIPa2Y2,country,0.691,0.732,5,-3.715,0,0.0294,0.0326,0.0,0.0608,0.477,97.949,258293,3
Love Like Crazy,Lee Brice,63,6Ozp6ac86CSHMik8lbvJuM,country,0.535,0.725,10,-5.108,1,0.0275,0.0203,1.45e-05,0.176,0.292,78.489,217387,4
Everything's Gonna Be Alright,David Lee Murphy,64,2NEBP8SXEqwZt2PRdPXXuy,country,0.764,0.587,5,-7.002,0,0.0298,0.0721,6.45e-06,0.094,0.494,89.98,229573,4
Through My Ray-Bans,Eric Church,58,5sUK3VV5VOlSop891gWz7O,country,0.745,0.455,5,-11.389,1,0.0293,0.71,0.000338,0.0836,0.532,110.034,273053,4
Make Me Want To,Jimmie Allen,64,0AYbVoeF03NYhM0fvKjAuU,country,0.519,0.872,2,-3.212,1,0.0616,0.0793,0.0,0.111,0.74,179.965,172280,4
It Ain't My Fault,Brothers Osborne,65,08wJ1B9yu9sPeoRa5fbpr3,country,0.735,0.831,9,-5.898,1,0.0332,0.00166,0.217,0.291,0.756,123.017,216800,4
Like A Cowboy,Parker McCollum,63,13bXmY0acm51KkgEdhCm1n,country,0.486,0.443,4,-6.791,1,0.034,0.611,2.46e-06,0.0981,0.215,125.159,226438,3
I'm in a Hurry (And Don't Know Why),Alabama,64,29nNU80zu0vscbrvTi55mG,country,0.748,0.72,9,-7.774,1,0.0286,0.237,0.0,0.069,0.86,128.69,168813,4
Burning Man,Dierks Bentley,65,4a1oIihVt6xSnDRpgX387M,country,0.609,0.807,5,-7.221,1,0.0972,0.00403,5.42e-06,0.0926,0.492,119.073,238493,4
High Cost Of Living,Jamey Johnson,63,73sWpECi7iZrcISLSRxuaH,country,0.628,0.601,0,-7.036,1,0.0368,0.0114,2.63e-05,0.32,0.396,86.006,345120,4
My Kinda Party,Jason Aldean,63,215FCyLSBcXeX0NASXEjyn,country,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,284960,4
Something to Be Proud Of,Montgomery Gentry,63,4D8uIY6Wzj7dJDaw0dW0UF,country,0.645,0.693,0,-6.481,1,0.0344,0.0811,1.22e-05,0.175,0.553,97.555,256600,4
Feel like Makin' Love - 2015 Remaster,Bad Company,69,3KPwt1LBpt1jVSHz8GXERo,country,0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840,4
Drinking Class,Lee Brice,63,4QAXLB2Hkx3n7LbOFxD34h,country,0.663,0.53,1,-9.763,1,0.0301,0.0886,0.0,0.154,0.269,109.003,207347,4
Traveller,Chris Stapleton,65,178OI1A3qjROeFeh8lmNwW,country,0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413,4
It Goes Like This,Thomas Rhett,63,6GsAD8PgHxmEuIPTG8GP3M,country,0.543,0.837,11,-6.448,1,0.0608,0.117,0.0,0.0872,0.506,168.056,186080,4
Broken Window Serenade,Whiskey Myers,64,7G59EUBvMPfIy1FTuobrqj,country,0.548,0.539,4,-6.67,0,0.0247,0.138,1.83e-05,0.164,0.435,74.956,346333,4
Gettin' You Home,Chris Young,63,28Sc21lrWcZD9Ov4rRkPJq,country,0.639,0.678,7,-5.02,1,0.0278,0.44,1.45e-06,0.221,0.531,106.966,212133,4
Good Die Young,Koe Wetzel,64,4HCe2Bw3ApLwGQ28rb2yEi,country,0.604,0.704,11,-5.627,1,0.0411,0.0382,0.0,0.0588,0.534,118.018,165699,4
Some Of It,Eric Church,64,3d1qN7AHge6BXuVPutcpI5,country,0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-06,0.155,0.824,79.843,195147,4
Ooh La La,Faces,71,4lJ6YVXQ0jUk5ILu0PSrA4,country,0.601,0.574,2,-8.166,1,0.03,0.579,1.14e-05,0.216,0.8,147.964,214080,4
Mamma Song,Cody Jinks,63,0v1U24PRkaqgPRq96mDE8k,country,0.541,0.752,10,-6.133,1,0.0506,0.000621,0.00131,0.102,0.603,119.93,259361,4
She Thinks My Tractor's Sexy,Kenny Chesney,64,3QV7NYkrmV0Q0IHdFJw9hO,country,0.689,0.886,10,-7.066,0,0.0382,0.0664,0.0,0.278,0.906,122.07,248067,4
Speechless,Dan + Shay,66,7q7jyVU0f0hnod8tsaUmxg,country,0.631,0.44,1,-5.948,1,0.028,0.328,0.0,0.239,0.418,136.033,212745,4
I'll Name the Dogs,Blake Shelton,65,609qKv3KPAbdtp0LQH2buA,country,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392,183640,4
Homemade,Jake Owen,63,31JID2STTlLuFqXFWHyM8e,country,0.51,0.838,6,-2.702,1,0.0469,0.396,0.0,0.195,0.574,145.922,192653,4
Palm Reader,Christie Huff,64,3tmDp6A2ycEfhZ9CMFQ425,country,0.398,0.417,11,-6.208,1,0.0368,0.747,0.0,0.118,0.202,189.358,256004,3
Crash and Burn,Thomas Rhett,63,2Fk0WwAqTBesLtKg97nojy,country,0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,190733,4
Follow Your Arrow,Kacey Musgraves,64,4CLPNURPcKztF9RRdcWLGP,country,0.448,0.649,5,-5.925,1,0.0434,0.418,0.0,0.0976,0.575,195.925,199640,4
Sixteen,Thomas Rhett,64,3pJkBPHadRAxBBo484RipI,country,0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333,4
Blue Collar Boys,Luke Combs,66,0wovagMoJqtU8LUvDQnewu,country,0.531,0.813,5,-5.517,1,0.0327,0.00807,0.0,0.359,0.79,154.134,219920,4
Peace of Mind,Boston,69,1GqlvSEtMx5xbGptxOTTyk,country,0.421,0.677,4,-6.183,1,0.0343,0.000989,9.65e-05,0.211,0.683,127.67,303587,4
Love Someone,Brett Eldredge,63,43CFDpciGFDm226POTLEXU,country,0.423,0.813,9,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,211720,4
That's What I Love About Sunday,Craig Morgan,63,1fmi1hOBtH8xfUiWz4LVtE,country,0.6,0.56,8,-6.311,1,0.0325,0.479,0.0,0.111,0.417,139.469,201493,4
Cheatin’ Songs,Midland,64,01dBLHq3UWyDRWDZJXj235,country,0.723,0.723,4,-5.522,1,0.0269,0.043,3.99e-05,0.326,0.694,109.988,215033,4
Losing Sleep,Chris Young,63,6waqLPcT6ruMhmd36OhmFO,country,0.584,0.621,1,-5.703,1,0.0443,0.0715,1.68e-06,0.389,0.634,92.003,178253,4
Used to You,Luke Combs,65,2HR9wF4WR2sCJP4r6l9WVF,country,0.58,0.587,6,-6.965,1,0.029,0.336,0.0,0.355,0.246,139.929,236507,4
Running on Empty,Jackson Browne,66,6aqm56xP40foYBBtAWWrnY,country,0.541,0.711,9,-13.492,1,0.0383,0.0635,0.0201,0.719,0.588,136.58,291893,4
Magic Carpet Ride,Steppenwolf,70,4c4jJJoaiY21t2TyRZgdWS,country,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4
Indian Outlaw,Tim McGraw,63,1fYypIR0kaFzaSRbzvtjl9,country,0.664,0.739,9,-7.229,1,0.0415,0.0364,4.99e-05,0.282,0.759,110.101,182120,4
Country Girl (Shake It For Me),Luke Bryan,65,6aNy9Afzm7Fi6ysMskocBf,country,0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560,4
Time Marches On,Tracy Lawrence,64,2TIEeLrOQrGnO2D2OeDDJu,country,0.856,0.517,6,-9.232,0,0.0293,0.563,0.000164,0.144,0.479,118.399,185360,4
Redneck Love Song,Morgan Wallen,64,6mcuK40HmzARZP56q9HE40,country,0.75,0.835,5,-4.848,1,0.0312,0.399,0.0,0.0421,0.923,140.034,189973,4
Thinking 'Bout You (feat. Lauren Alaina),Dustin Lynch,64,6NebrV4ZigAoXIRbe11hxh,country,0.394,0.747,8,-4.446,1,0.0627,0.13,0.0,0.0747,0.776,203.918,170560,4
Damn Good Goodbye,Mike Ryan,62,1tPAhtdVRtRexRdH9QXOSP,country,0.565,0.514,4,-6.379,1,0.0284,0.268,1.08e-05,0.104,0.289,141.974,212819,4
Lonely Call,RaeLynn,65,2Wj1AZdBPMA1mkuuoTfOPg,country,0.588,0.722,6,-4.667,1,0.0289,0.0663,0.0,0.0721,0.243,145.931,224107,4
One Margarita,Luke Bryan,65,1Y3TlYJNhIa7k4YAvFkJAB,country,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4
Different 'Round Here,Riley Green,63,6cqxDqWwB9o3j3eHMSV2mA,country,0.502,0.677,1,-6.466,1,0.0293,0.00416,7.21e-06,0.0796,0.403,142.039,183333,4
Hillbilly,Upchurch,63,2TlGQg8UKymxu3frqMXeO2,country,0.787,0.752,2,-5.293,1,0.105,0.0651,0.0,0.108,0.199,140.04,150857,4
Don't Let Her,Walker Hayes,64,6UbUXwQn2CM5mb9vHgt1Gz,country,0.712,0.64,4,-5.219,1,0.0374,0.0987,1.32e-06,0.0787,0.713,88.026,193753,4
You Never Even Called Me By My Name,David Allan Coe,62,2t8bnZqxfcEybJ47qOPPTn,country,0.589,0.453,0,-13.309,1,0.0353,0.409,0.0,0.351,0.515,105.703,314067,4
For My Daughter,Kane Brown,64,2moC0T4mGwmP8dUDostr2g,country,0.537,0.561,1,-8.09,1,0.0287,0.275,5.78e-05,0.126,0.35,139.939,223923,4
I Don't Remember Me (Before You),Brothers Osborne,64,6xrREPyyC5KESDhWfwqHiN,country,0.614,0.614,4,-7.497,0,0.0314,0.104,3.59e-05,0.104,0.598,146.03,192680,4
Welcome To Hazeville,Brantley Gilbert,63,39TYRr1lPpurfYPXzsOiBV,country,0.629,0.658,6,-6.703,0,0.0463,0.16,0.0,0.245,0.543,131.958,181173,4
One of These Nights - 2013 Remaster,Eagles,70,608xszaAxVh4m7NcKJiAbF,country,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,291686,4
No Such Thing as a Broken Heart,Old Dominion,64,0OlS52TmtK2gPaEtdmr7DN,country,0.651,0.782,8,-4.295,1,0.0718,0.295,0.0,0.107,0.945,171.987,176893,4
We Back,Jason Aldean,63,6UL2RC5J2vMau9KOMKQfJg,country,0.433,0.928,4,-5.117,0,0.0512,0.0135,2.01e-06,0.32,0.552,155.938,197160,4
Ragweed,Koe Wetzel,63,3NR2T1UkBMm5NHuVOWatll,country,0.444,0.596,8,-7.314,1,0.0303,0.00686,0.0,0.0883,0.214,147.996,252341,4
Kick It In The Sticks,Brantley Gilbert,62,01ZepwW5W3Z4fwl4bzaHyY,country,0.493,0.843,8,-5.924,0,0.0707,0.00507,0.0,0.13,0.523,158.028,225747,4
Drink A Beer,Luke Bryan,64,1PoGWZbJPGmViVi7CYbDUK,country,0.483,0.431,8,-7.656,1,0.0343,0.836,5.19e-05,0.199,0.296,78.26,202627,4
Can't Fight This Feeling,REO Speedwagon,74,5WwqdeavrQrbeAMDxGawse,country,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,294773,4
Stranglehold,Ted Nugent,69,2f0P7iELCvAlV8j6Z3rGDE,country,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,503067,4
Snapback,Old Dominion,63,7I5fYc4qKJddht8Ozhqqdx,country,0.687,0.793,5,-3.577,1,0.0333,0.302,3.46e-06,0.1,0.673,100.993,206507,4
If It Wasn’t For Trucks,Riley Green,64,4QhFrBkJ3Rqx66Xs8xwH8o,country,0.435,0.811,2,-5.594,1,0.0357,0.00047,0.0,0.163,0.174,152.041,197333,4
Blessed,Thomas Rhett,64,3hhSnbFhuGnXieFa1ql61R,country,0.536,0.496,7,-6.027,1,0.029,0.314,0.0,0.11,0.497,175.007,214173,3
Gunpowder & Lead,Miranda Lambert,62,3z1PqYwMtct2Dm4R9lhWnT,country,0.333,0.907,0,-3.191,1,0.0959,0.153,0.0,0.395,0.353,187.826,191693,4
Anything Goes,Florida Georgia Line,63,46ZfPS5VpSQVU5gb82hg3K,country,0.458,0.976,0,-3.791,1,0.0459,0.00182,0.0,0.193,0.76,154.007,218867,4
Mississippi Queen,Mountain,69,4vO9dmzNRqDhFY3jD1a3P7,country,0.581,0.624,9,-8.346,1,0.0777,0.0987,0.0,0.0411,0.637,139.714,151293,4
Someone I Used To Know,Zac Brown Band,64,2GHJ7SJUd1KunqhFyI7vFf,country,0.621,0.746,6,-5.69,0,0.03,0.000927,0.00108,0.102,0.334,107.953,209264,4
Get Your Shine On,Florida Georgia Line,62,6s9ICeczYOfbHHIaSMq9jd,country,0.497,0.927,0,-4.52,1,0.0371,0.00286,1.26e-06,0.413,0.607,96.991,222013,4
Doctor My Eyes,Jackson Browne,68,3QcuZo6WLcFkqqLmDs0d95,country,0.48,0.626,5,-8.406,1,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,199907,4
Like a Rolling Stone,Bob Dylan,74,3AhXZa8sUQht0UEdBJgpGc,country,0.483,0.721,0,-6.836,1,0.032,0.729,0.0,0.189,0.562,95.261,369600,4
Keep on Loving You,REO Speedwagon,71,4rcHWl68ai6KvpXlc8vbnE,country,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732,200293,4
Nobody,Dylan Scott,63,5TWAIHYaOnYg4txfmCgon5,country,0.573,0.747,0,-6.46,1,0.0319,0.519,1.13e-06,0.0867,0.645,79.952,160707,4
Notice,Thomas Rhett,63,6YviFs2g3bKgqCTq4CFWAm,country,0.346,0.704,4,-6.309,0,0.0376,0.00246,0.0,0.084,0.258,119.932,222853,4
Monsters,Eric Church,63,55UCRHfezMCFfbGy0tfjTG,country,0.649,0.4,6,-10.202,1,0.0455,0.513,1.18e-06,0.0774,0.393,157.895,200387,4
Strawberry Wine,Deana Carter,63,3ODF56f90W3qxDqxHAUi3v,country,0.558,0.435,1,-6.812,1,0.0264,0.302,0.0,0.0351,0.199,122.385,290467,3
Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,74,2kkvB3RNRzwjFdGhaUA0tz,country,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4
